address,date,time,SMS Type,Amount (BHD),Merchant,Transaction Category,body
NBK Bahrain,06-07-25,12:10:40 PM,Purchase,16.442,Aljafen Copy Top,General,Thank you for using credit card 4285XXX2529 for BHD 16.442 at Aljafen Copy Top on 06/07/2025 12:10. Available balance: BHD 1072.498. For enquiry 17155555.
NBK Bahrain,06-07-25,12:48:01 PM,Purchase,4.236,JASMIS - SEEF MALL,General,Thank you for using credit card 4285XXX2529 for BHD 4.236 at JASMIS - SEEF MALL on 06/07/2025 12:48. Available balance: BHD 1068.262. For enquiry 17155555.
NBK Bahrain,06-07-25,1:30:39 PM,Purchase,2.637,BATELCO - E.SERVIC,General,Thank you for using credit card 4285XXX2529 for BHD 2.637 at BATELCO - E.SERVIC on 06/07/2025 13:30. Available balance: BHD 1065.625. For enquiry 17155555.
NBK Bahrain,06-07-25,10:01:46 PM,Purchase,4.397,EPIX CINEMAS W.L.L,General,Thank you for using credit card 4285XXX2529 for BHD 4.397 at EPIX CINEMAS W.L.L on 06/07/2025 22:01. Available balance: BHD 1061.228. For enquiry 17155555.
NBK Bahrain,06-07-25,11:14:24 PM,Purchase,10.601,WINGSTOP,General,Thank you for using credit card 4285XXX2529 for BHD 10.601 at WINGSTOP on 06/07/2025 23:14. Available balance: BHD 1050.627. For enquiry 17155555.
NBK Bahrain,07-07-25,4:10:05 AM,Purchase,12.851,WADI CINEMA CONCES,General,Thank you for using credit card 4285XXX2529 for BHD 12.851 at WADI CINEMA CONCES on 07/07/2025 04:10. Available balance: BHD 1037.776. For enquiry 17155555.
NBK Bahrain,07-07-25,8:12:04 AM,Purchase,5.112,CENTRE POINT,General,Thank you for using credit card 4285XXX2529 for BHD 5.112 at CENTRE POINT on 07/07/2025 08:12. Available balance: BHD 1032.664. For enquiry 17155555.
NBK Bahrain,07-07-25,4:07:30 PM,Purchase,7.327,AlJazira. A cashback of BHD 1.270 is credited to your card,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 7.327 at AlJazira. A cashback of BHD 1.270 is credited to your card on 07/07/2025 16:07. Available balance: BHD 1025.337. For enquiry 17155555.
NBK Bahrain,09-07-25,12:15:48 AM,Purchase,4.512,AL BINDAIRA CAFE W,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 4.512 at AL BINDAIRA CAFE W on 09/07/2025 00:15. Available balance: BHD 1020.825. For enquiry 17155555.
NBK Bahrain,09-07-25,10:10:07 AM,Purchase,11.076,CROCS,General,Thank you for using credit card 4285XXX2529 for BHD 11.076 at CROCS on 09/07/2025 10:10. Available balance: BHD 1009.749. For enquiry 17155555.
NBK Bahrain,10-07-25,1:47:34 AM,Purchase,4.509,DAY 2 DAY SN,General,Thank you for using credit card 4285XXX2529 for BHD 4.509 at DAY 2 DAY SN on 10/07/2025 01:47. Available balance: BHD 1005.240. For enquiry 17155555.
NBK Bahrain,10-07-25,2:47:38 AM,Purchase,9.126,AL LIWAN CINEMA WL,General,Thank you for using credit card 4285XXX2529 for BHD 9.126 at AL LIWAN CINEMA WL on 10/07/2025 02:47. Available balance: BHD 996.114. For enquiry 17155555.
NBK Bahrain,10-07-25,3:41:44 AM,Purchase,12.784,Amazon AE Seller,General,Thank you for using credit card 4285XXX2529 for BHD 12.784 at Amazon AE Seller on 10/07/2025 03:41. Available balance: BHD 983.330. For enquiry 17155555.
NBK Bahrain,10-07-25,2:34:59 PM,Purchase,2.695,OKAY PETROL STATIO,General,Thank you for using credit card 4285XXX2529 for BHD 2.695 at OKAY PETROL STATIO on 10/07/2025 14:34. Available balance: BHD 980.635. For enquiry 17155555.
NBK Bahrain,10-07-25,5:11:32 PM,Purchase,5.084,HAMBELLA SPECIALTY,General,Thank you for using credit card 4285XXX2529 for BHD 5.084 at HAMBELLA SPECIALTY on 10/07/2025 17:11. Available balance: BHD 975.551. For enquiry 17155555.
NBK Bahrain,11-07-25,2:28:12 AM,OTP,,,,Your OTP for Login to Mobile Banking is 625410. It is valid for 5 Minutes.
NBK Bahrain,11-07-25,3:06:24 PM,Purchase,26.39,ALJAZIRA S/MARKET-,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 26.390 at ALJAZIRA S/MARKET- on 11/07/2025 15:06. Available balance: BHD 949.161. For enquiry 17155555.
NBK Bahrain,11-07-25,5:29:00 PM,Purchase,9.243,Park Point,General,Thank you for using credit card 4285XXX2529 for BHD 9.243 at Park Point on 11/07/2025 17:29. Available balance: BHD 939.918. For enquiry 17155555.
NBK Bahrain,11-07-25,10:27:02 PM,Purchase,18.56,DAWAA AL-RIFFA PHA,General,Thank you for using credit card 4285XXX2529 for BHD 18.560 at DAWAA AL-RIFFA PHA on 11/07/2025 22:27. Available balance: BHD 921.358. For enquiry 17155555.
NBK Bahrain,12-07-25,8:32:13 AM,Purchase,7.428,BATELCO - E.SERVIC,General,Thank you for using credit card 4285XXX2529 for BHD 7.428 at BATELCO - E.SERVIC on 12/07/2025 08:32. Available balance: BHD 913.930. For enquiry 17155555.
NBK Bahrain,12-07-25,11:18:28 AM,Purchase,1.376,CINECO,General,Thank you for using credit card 4285XXX2529 for BHD 1.376 at CINECO on 12/07/2025 11:18. Available balance: BHD 912.554. For enquiry 17155555.
NBK Bahrain,12-07-25,11:31:53 AM,OTP,,,,Your OTP for Login to Mobile Banking is 752817. It is valid for 5 Minutes.
NBK Bahrain,12-07-25,11:53:48 AM,Purchase,4.838,GO RENT A CAR,General,Thank you for using credit card 4285XXX2529 for BHD 4.838 at GO RENT A CAR on 12/07/2025 11:53. Available balance: BHD 907.716. For enquiry 17155555.
NBK Bahrain,12-07-25,12:13:18 PM,OTP,,,,Your OTP for Login to Mobile Banking is 721484. It is valid for 5 Minutes.
NBK Bahrain,12-07-25,4:48:45 PM,Purchase,2.69,THE ISLAMIC CENTER,General,Thank you for using credit card 4285XXX2529 for BHD 2.690 at THE ISLAMIC CENTER on 12/07/2025 16:48. Available balance: BHD 905.026. For enquiry 17155555.
NBK Bahrain,12-07-25,11:08:34 PM,Purchase,12.732,CARIBOU COFFEE - S,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 12.732 at CARIBOU COFFEE - S on 12/07/2025 23:08. Available balance: BHD 892.294. For enquiry 17155555.
NBK Bahrain,12-07-25,11:16:36 PM,Purchase,6.283,CARIBOU COFFEE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 6.283 at CARIBOU COFFEE on 12/07/2025 23:16. Available balance: BHD 886.011. For enquiry 17155555.
NBK Bahrain,13-07-25,6:21:23 AM,Purchase,10.527,CAF - COURTYARD SE,General,Thank you for using credit card 4285XXX2529 for BHD 10.527 at CAF - COURTYARD SE on 13/07/2025 06:21. Available balance: BHD 875.484. For enquiry 17155555.
NBK Bahrain,13-07-25,11:14:09 AM,OTP,,,,Your OTP for Login to Mobile Banking is 211798. It is valid for 5 Minutes.
NBK Bahrain,14-07-25,3:22:40 AM,Purchase,14.524,TALABAT.COM,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 14.524 at TALABAT.COM on 14/07/2025 03:22. Available balance: BHD 860.960. For enquiry 17155555.
NBK Bahrain,14-07-25,12:41:34 PM,Purchase,23.602,AMAZON MKTPLACE PM,General,Thank you for using credit card 4285XXX2529 for BHD 23.602 at AMAZON MKTPLACE PM on 14/07/2025 12:41. Available balance: BHD 837.358. For enquiry 17155555.
NBK Bahrain,14-07-25,5:46:27 PM,Purchase,1.876,RESTAURANT BAIT AL,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 1.876 at RESTAURANT BAIT AL on 14/07/2025 17:46. Available balance: BHD 835.482. For enquiry 17155555.
NBK Bahrain,14-07-25,11:09:42 PM,Purchase,4.995,Audible,General,Thank you for using credit card 4285XXX2529 for BHD 4.995 at Audible on 14/07/2025 23:09. Available balance: BHD 830.487. For enquiry 17155555.
NBK Bahrain,15-07-25,4:28:31 AM,Purchase,7.578,THE ISLAMIC CENTER,General,Thank you for using credit card 4285XXX2529 for BHD 7.578 at THE ISLAMIC CENTER on 15/07/2025 04:28. Available balance: BHD 822.909. For enquiry 17155555.
NBK Bahrain,15-07-25,6:39:25 AM,Purchase,0.95,ETIHAD AIRWAYS,General,Thank you for using credit card 4285XXX2529 for BHD 0.950 at ETIHAD AIRWAYS on 15/07/2025 06:39. Available balance: BHD 821.959. For enquiry 17155555.
NBK Bahrain,15-07-25,10:14:13 AM,Purchase,1.119,TAP PAYMENTS COMPA,General,Thank you for using credit card 4285XXX2529 for BHD 1.119 at TAP PAYMENTS COMPA on 15/07/2025 10:14. Available balance: BHD 820.840. For enquiry 17155555.
NBK Bahrain,15-07-25,4:04:48 PM,Purchase,0.708,ALOOLA PETROL STAT,General,Thank you for using credit card 4285XXX2529 for BHD 0.708 at ALOOLA PETROL STAT on 15/07/2025 16:04. Available balance: BHD 820.132. For enquiry 17155555.
NBK Bahrain,15-07-25,9:42:56 PM,OTP,,,,Your OTP for Login to Mobile Banking is 190780. It is valid for 5 Minutes.
NBK Bahrain,16-07-25,1:41:38 AM,Purchase,0.787,TALABAT.COM,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 0.787 at TALABAT.COM on 16/07/2025 01:41. Available balance: BHD 819.345. For enquiry 17155555.
NBK Bahrain,16-07-25,5:17:24 AM,Purchase,4.866,Cars,General,Thank you for using credit card 4285XXX2529 for BHD 4.866 at Cars on 16/07/2025 05:17. Available balance: BHD 814.479. For enquiry 17155555.
NBK Bahrain,16-07-25,10:13:29 AM,OTP,,,,Your OTP for Login to Mobile Banking is 435730. It is valid for 5 Minutes.
NBK Bahrain,16-07-25,5:43:05 PM,OTP,,,,Your OTP for Login to Mobile Banking is 820637. It is valid for 5 Minutes.
NBK Bahrain,16-07-25,9:16:10 PM,Purchase,10.456,LEBANESE RESTAURAN,General,Thank you for using credit card 4285XXX2529 for BHD 10.456 at LEBANESE RESTAURAN on 16/07/2025 21:16. Available balance: BHD 804.023. For enquiry 17155555.
NBK Bahrain,16-07-25,10:21:18 PM,Purchase,0.701,ARAB VAPE GENERAL,General,Thank you for using credit card 4285XXX2529 for BHD 0.701 at ARAB VAPE GENERAL on 16/07/2025 22:21. Available balance: BHD 803.322. For enquiry 17155555.
NBK Bahrain,17-07-25,3:20:20 AM,Purchase,13.284,GYOZA FOOD TRUCK -,General,Thank you for using credit card 4285XXX2529 for BHD 13.284 at GYOZA FOOD TRUCK - on 17/07/2025 03:20. Available balance: BHD 790.038. For enquiry 17155555.
NBK Bahrain,17-07-25,5:48:18 PM,Purchase,1.198,DAWAA AL-RIFFA PHA,General,Thank you for using credit card 4285XXX2529 for BHD 1.198 at DAWAA AL-RIFFA PHA on 17/07/2025 17:48. Available balance: BHD 788.840. For enquiry 17155555.
NBK Bahrain,18-07-25,5:45:42 AM,Purchase,12.161,Olive and Vine,General,Thank you for using credit card 4285XXX2529 for BHD 12.161 at Olive and Vine on 18/07/2025 05:45. Available balance: BHD 776.679. For enquiry 17155555.
NBK Bahrain,18-07-25,11:48:31 AM,OTP,,,,Your OTP for Login to Mobile Banking is 524208. It is valid for 5 Minutes.
NBK Bahrain,19-07-25,6:28:06 AM,Purchase,23.972,BAHRAIN DUTY FREE,General,Thank you for using credit card 4285XXX2529 for BHD 23.972 at BAHRAIN DUTY FREE on 19/07/2025 06:28. Available balance: BHD 752.707. For enquiry 17155555.
NBK Bahrain,20-07-25,3:50:44 PM,Purchase,1.748,BREWED COFFEE BY M,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 1.748 at BREWED COFFEE BY M on 20/07/2025 15:50. Available balance: BHD 750.959. For enquiry 17155555.
NBK Bahrain,20-07-25,8:31:11 PM,Purchase,0.889,DR JAMAL AL ZEERA,General,Thank you for using credit card 4285XXX2529 for BHD 0.889 at DR JAMAL AL ZEERA on 20/07/2025 20:31. Available balance: BHD 750.070. For enquiry 17155555.
NBK Bahrain,21-07-25,3:45:33 AM,Purchase,2.583,Google One,General,Thank you for using credit card 4285XXX2529 for BHD 2.583 at Google One on 21/07/2025 03:45. Available balance: BHD 747.487. For enquiry 17155555.
NBK Bahrain,21-07-25,11:07:12 AM,Purchase,2.281,TAP*Geekay,General,Thank you for using credit card 4285XXX2529 for BHD 2.281 at TAP*Geekay on 21/07/2025 11:07. Available balance: BHD 745.206. For enquiry 17155555.
NBK Bahrain,21-07-25,11:38:28 AM,Purchase,4.643,GOOGLE *SERVICES,General,Thank you for using credit card 4285XXX2529 for BHD 4.643 at GOOGLE *SERVICES on 21/07/2025 11:38. Available balance: BHD 740.563. For enquiry 17155555.
NBK Bahrain,21-07-25,9:39:00 PM,Purchase,2.293,OAK - RIFFA,General,Thank you for using credit card 4285XXX2529 for BHD 2.293 at OAK - RIFFA on 21/07/2025 21:39. Available balance: BHD 738.270. For enquiry 17155555.
NBK Bahrain,22-07-25,5:04:05 AM,OTP,,,,Your OTP for Login to Mobile Banking is 948290. It is valid for 5 Minutes.
NBK Bahrain,22-07-25,7:16:33 PM,Purchase,1.676,URTH CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 1.676 at URTH CAFE on 22/07/2025 19:16. Available balance: BHD 736.594. For enquiry 17155555.
NBK Bahrain,23-07-25,3:15:50 AM,Purchase,5.395,URBAN OUTFITTERS -,General,Thank you for using credit card 4285XXX2529 for BHD 5.395 at URBAN OUTFITTERS - on 23/07/2025 03:15. Available balance: BHD 731.199. For enquiry 17155555.
NBK Bahrain,23-07-25,5:45:16 AM,Purchase,2.114,TROLLEY MARKET - A,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 2.114 at TROLLEY MARKET - A on 23/07/2025 05:45. Available balance: BHD 729.085. For enquiry 17155555.
NBK Bahrain,23-07-25,8:53:33 PM,Purchase,21.84,UNITED INSURANCE C,General,Thank you for using credit card 4285XXX2529 for BHD 21.840 at UNITED INSURANCE C on 23/07/2025 20:53. Available balance: BHD 707.245. For enquiry 17155555.
NBK Bahrain,23-07-25,9:39:06 PM,Purchase,1.409,FUCOM INTERNATIONA,General,Thank you for using credit card 4285XXX2529 for BHD 1.409 at FUCOM INTERNATIONA on 23/07/2025 21:39. Available balance: BHD 705.836. For enquiry 17155555.
NBK Bahrain,24-07-25,7:17:40 AM,OTP,,,,Your OTP for Login to Mobile Banking is 703544. It is valid for 5 Minutes.
NBK Bahrain,24-07-25,8:02:28 AM,Purchase,6.011,MIDWAY SUPERMARKET,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 6.011 at MIDWAY SUPERMARKET on 24/07/2025 08:02. Available balance: BHD 699.825. For enquiry 17155555.
NBK Bahrain,24-07-25,9:48:15 AM,Purchase,6.771,TAYF ALKOFEIA REST,General,Thank you for using credit card 4285XXX2529 for BHD 6.771 at TAYF ALKOFEIA REST on 24/07/2025 09:48. Available balance: BHD 693.054. For enquiry 17155555.
NBK Bahrain,25-07-25,12:35:53 AM,Purchase,28.136,PAYPAL *OFFGAMERS,General,Thank you for using credit card 4285XXX2529 for BHD 28.136 at PAYPAL *OFFGAMERS on 25/07/2025 00:35. Available balance: BHD 664.918. For enquiry 17155555.
NBK Bahrain,26-07-25,12:08:38 AM,Purchase,2.736,PAYPAL *NINTENDOAM,General,Thank you for using credit card 4285XXX2529 for BHD 2.736 at PAYPAL *NINTENDOAM on 26/07/2025 00:08. Available balance: BHD 662.182. For enquiry 17155555.
NBK Bahrain,26-07-25,4:38:19 AM,Purchase,3.252,Aljafen Copy Top,General,Thank you for using credit card 4285XXX2529 for BHD 3.252 at Aljafen Copy Top on 26/07/2025 04:38. Available balance: BHD 658.930. For enquiry 17155555.
NBK Bahrain,26-07-25,10:17:57 AM,Purchase,3.665,THAT AL SALASIL,General,Thank you for using credit card 4285XXX2529 for BHD 3.665 at THAT AL SALASIL on 26/07/2025 10:17. Available balance: BHD 655.265. For enquiry 17155555.
NBK Bahrain,26-07-25,2:03:43 PM,Purchase,4.902,AIRALO,General,Thank you for using credit card 4285XXX2529 for BHD 4.902 at AIRALO on 26/07/2025 14:03. Available balance: BHD 650.363. For enquiry 17155555.
NBK Bahrain,26-07-25,5:38:49 PM,Purchase,4.914,BAKU CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 4.914 at BAKU CAFE on 26/07/2025 17:38. Available balance: BHD 645.449. For enquiry 17155555.
NBK Bahrain,27-07-25,10:59:04 AM,Purchase,1.998,TAP PAYMENTS COMPA,General,Thank you for using credit card 4285XXX2529 for BHD 1.998 at TAP PAYMENTS COMPA on 27/07/2025 10:59. Available balance: BHD 643.451. For enquiry 17155555.
NBK Bahrain,27-07-25,9:49:43 PM,Purchase,31.437,AL NAEEM AL AALI R,General,Thank you for using credit card 4285XXX2529 for BHD 31.437 at AL NAEEM AL AALI R on 27/07/2025 21:49. Available balance: BHD 612.014. For enquiry 17155555.
NBK Bahrain,28-07-25,4:54:59 PM,Purchase,5.318,BLISSLAB - LIWAN M,General,Thank you for using credit card 4285XXX2529 for BHD 5.318 at BLISSLAB - LIWAN M on 28/07/2025 16:54. Available balance: BHD 606.696. For enquiry 17155555.
NBK Bahrain,30-07-25,1:44:15 AM,Purchase,2.242,AL BINDAIRA CAFE W,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 2.242 at AL BINDAIRA CAFE W on 30/07/2025 01:44. Available balance: BHD 604.454. For enquiry 17155555.
NBK Bahrain,30-07-25,6:30:38 AM,Purchase,14.064,ALOOLA PETROL STAT,General,Thank you for using credit card 4285XXX2529 for BHD 14.064 at ALOOLA PETROL STAT on 30/07/2025 06:30. Available balance: BHD 590.390. For enquiry 17155555.
NBK Bahrain,30-07-25,9:38:50 AM,Purchase,7.351,TAP PAYMENTS COMPA,General,Thank you for using credit card 4285XXX2529 for BHD 7.351 at TAP PAYMENTS COMPA on 30/07/2025 09:38. Available balance: BHD 583.039. For enquiry 17155555.
NBK Bahrain,30-07-25,10:00:56 AM,OTP,,,,Your OTP for Login to Mobile Banking is 643592. It is valid for 5 Minutes.
NBK Bahrain,30-07-25,7:00:54 PM,Purchase,10.769,BAPCO TAZWEED,General,Thank you for using credit card 4285XXX2529 for BHD 10.769 at BAPCO TAZWEED on 30/07/2025 19:00. Available balance: BHD 572.270. For enquiry 17155555.
NBK Bahrain,31-07-25,12:33:00 PM,OTP,,,,Your OTP for Login to Mobile Banking is 139974. It is valid for 5 Minutes.
NBK Bahrain,31-07-25,4:00:06 PM,Purchase,2.095,VENCHI,General,Thank you for using credit card 4285XXX2529 for BHD 2.095 at VENCHI on 31/07/2025 16:00. Available balance: BHD 570.175. For enquiry 17155555.
NBK Bahrain,01-08-25,8:28:13 AM,Purchase,3.663,Park Point,General,Thank you for using credit card 4285XXX2529 for BHD 3.663 at Park Point on 01/08/2025 08:28. Available balance: BHD 566.512. For enquiry 17155555.
NBK Bahrain,02-08-25,7:38:24 PM,OTP,,,,Your OTP for Login to Mobile Banking is 149125. It is valid for 5 Minutes.
NBK Bahrain,03-08-25,12:35:05 AM,Purchase,9.629,AIRALO,General,Thank you for using credit card 4285XXX2529 for BHD 9.629 at AIRALO on 03/08/2025 00:35. Available balance: BHD 556.883. For enquiry 17155555.
NBK Bahrain,03-08-25,5:09:55 AM,Purchase,1.37,DR EYAD JAMSHEER C,General,Thank you for using credit card 4285XXX2529 for BHD 1.370 at DR EYAD JAMSHEER C on 03/08/2025 05:09. Available balance: BHD 555.513. For enquiry 17155555.
NBK Bahrain,03-08-25,7:45:42 AM,Purchase,9.118,MEED 3028 - Causew,General,Thank you for using credit card 4285XXX2529 for BHD 9.118 at MEED 3028 - Causew on 03/08/2025 07:45. Available balance: BHD 546.395. For enquiry 17155555.
NBK Bahrain,03-08-25,10:37:55 AM,OTP,,,,Your OTP for Login to Mobile Banking is 377935. It is valid for 5 Minutes.
NBK Bahrain,03-08-25,1:09:24 PM,Purchase,8.468,WHIPPED FOOD TRUCK,General,Thank you for using credit card 4285XXX2529 for BHD 8.468 at WHIPPED FOOD TRUCK on 03/08/2025 13:09. Available balance: BHD 537.927. For enquiry 17155555.
NBK Bahrain,03-08-25,8:46:30 PM,OTP,,,,Your OTP for Login to Mobile Banking is 211400. It is valid for 5 Minutes.
NBK Bahrain,04-08-25,7:48:13 PM,Purchase,26.971,OKAY PETROL STATIO,General,Thank you for using credit card 4285XXX2529 for BHD 26.971 at OKAY PETROL STATIO on 04/08/2025 19:48. Available balance: BHD 510.956. For enquiry 17155555.
NBK Bahrain,04-08-25,10:27:41 PM,Purchase,22.791,Audible,General,Thank you for using credit card 4285XXX2529 for BHD 22.791 at Audible on 04/08/2025 22:27. Available balance: BHD 488.165. For enquiry 17155555.
NBK Bahrain,06-08-25,12:17:08 AM,Purchase,34.677,ICE TOWN JUICES,General,Thank you for using credit card 4285XXX2529 for BHD 34.677 at ICE TOWN JUICES on 06/08/2025 00:17. Available balance: BHD 453.488. For enquiry 17155555.
NBK Bahrain,06-08-25,2:28:58 AM,Purchase,7.004,Olive and Vine,General,Thank you for using credit card 4285XXX2529 for BHD 7.004 at Olive and Vine on 06/08/2025 02:28. Available balance: BHD 446.484. For enquiry 17155555.
NBK Bahrain,06-08-25,3:11:34 AM,Purchase,28.228,PAYPAL *NINTENDOAM,General,Thank you for using credit card 4285XXX2529 for BHD 28.228 at PAYPAL *NINTENDOAM on 06/08/2025 03:11. Available balance: BHD 418.256. For enquiry 17155555.
NBK Bahrain,06-08-25,9:53:08 AM,Purchase,6.594,Meed Dammam 2,General,Thank you for using credit card 4285XXX2529 for BHD 6.594 at Meed Dammam 2 on 06/08/2025 09:53. Available balance: BHD 411.662. For enquiry 17155555.
NBK Bahrain,06-08-25,11:58:54 AM,Purchase,15.46,OLYMPIA,General,Thank you for using credit card 4285XXX2529 for BHD 15.460 at OLYMPIA on 06/08/2025 11:58. Available balance: BHD 396.202. For enquiry 17155555.
NBK Bahrain,06-08-25,2:12:59 PM,Purchase,5.968,ALOOLA PETROL STAT,General,Thank you for using credit card 4285XXX2529 for BHD 5.968 at ALOOLA PETROL STAT on 06/08/2025 14:12. Available balance: BHD 390.234. For enquiry 17155555.
NBK Bahrain,06-08-25,7:21:50 PM,Purchase,0.55,KFC,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 0.550 at KFC on 06/08/2025 19:21. Available balance: BHD 389.684. For enquiry 17155555.
NBK Bahrain,07-08-25,2:32:55 AM,OTP,,,,Your OTP for Login to Mobile Banking is 384883. It is valid for 5 Minutes.
NBK Bahrain,07-08-25,7:40:26 AM,Purchase,5.275,GB CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 5.275 at GB CAFE on 07/08/2025 07:40. Available balance: BHD 384.409. For enquiry 17155555.
NBK Bahrain,07-08-25,5:16:32 PM,Purchase,10.157,VENCHI,General,Thank you for using credit card 4285XXX2529 for BHD 10.157 at VENCHI on 07/08/2025 17:16. Available balance: BHD 374.252. For enquiry 17155555.
NBK Bahrain,07-08-25,7:41:08 PM,Purchase,2.294,ALNOUKHADA RESTAUR,General,Thank you for using credit card 4285XXX2529 for BHD 2.294 at ALNOUKHADA RESTAUR on 07/08/2025 19:41. Available balance: BHD 371.958. For enquiry 17155555.
NBK Bahrain,08-08-25,4:59:40 AM,OTP,,,,Your OTP for Login to Mobile Banking is 436750. It is valid for 5 Minutes.
NBK Bahrain,08-08-25,9:06:39 AM,Purchase,10.565,738Pin* CDMP,General,Thank you for using credit card 4285XXX2529 for BHD 10.565 at 738Pin* CDMP on 08/08/2025 09:06. Available balance: BHD 361.393. For enquiry 17155555.
NBK Bahrain,08-08-25,3:12:30 PM,Purchase,11.623,SALLA APP EST,General,Thank you for using credit card 4285XXX2529 for BHD 11.623 at SALLA APP EST on 08/08/2025 15:12. Available balance: BHD 349.770. For enquiry 17155555.
NBK Bahrain,08-08-25,11:50:10 PM,OTP,,,,Your OTP for Login to Mobile Banking is 467333. It is valid for 5 Minutes.
NBK Bahrain,09-08-25,2:44:19 AM,Purchase,16.178,BLISSLAB - LIWAN M,General,Thank you for using credit card 4285XXX2529 for BHD 16.178 at BLISSLAB - LIWAN M on 09/08/2025 02:44. Available balance: BHD 333.592. For enquiry 17155555.
NBK Bahrain,11-08-25,3:41:18 AM,OTP,,,,Your OTP for Login to Mobile Banking is 270618. It is valid for 5 Minutes.
NBK Bahrain,12-08-25,3:41:42 AM,Purchase,40.685,TAP*Jahez BH,General,Thank you for using credit card 4285XXX2529 for BHD 40.685 at TAP*Jahez BH on 12/08/2025 03:41. Available balance: BHD 292.907. For enquiry 17155555.
NBK Bahrain,12-08-25,10:27:00 AM,OTP,,,,Your OTP for Login to Mobile Banking is 507770. It is valid for 5 Minutes.
NBK Bahrain,12-08-25,2:35:37 PM,Purchase,11.266,LULU BAHRAIN HYPER,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 11.266 at LULU BAHRAIN HYPER on 12/08/2025 14:35. Available balance: BHD 281.641. For enquiry 17155555.
NBK Bahrain,12-08-25,7:27:17 PM,Purchase,33.951,RAMEZ INTERNATIONA,General,Thank you for using credit card 4285XXX2529 for BHD 33.951 at RAMEZ INTERNATIONA on 12/08/2025 19:27. Available balance: BHD 247.690. For enquiry 17155555.
NBK Bahrain,12-08-25,7:59:18 PM,Purchase,16.423,LEBANESE RESTAURAN,General,Thank you for using credit card 4285XXX2529 for BHD 16.423 at LEBANESE RESTAURAN on 12/08/2025 19:59. Available balance: BHD 231.267. For enquiry 17155555.
NBK Bahrain,13-08-25,7:06:59 AM,Purchase,1.013,QATAR AIRWAYS USD,General,Thank you for using credit card 4285XXX2529 for BHD 1.013 at QATAR AIRWAYS USD on 13/08/2025 07:06. Available balance: BHD 230.254. For enquiry 17155555.
NBK Bahrain,13-08-25,7:33:25 AM,Purchase,0.976,GB CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 0.976 at GB CAFE on 13/08/2025 07:33. Available balance: BHD 229.278. For enquiry 17155555.
NBK Bahrain,13-08-25,1:10:36 PM,Purchase,5.151,SCOOP CREAMERY FOR,General,Thank you for using credit card 4285XXX2529 for BHD 5.151 at SCOOP CREAMERY FOR on 13/08/2025 13:10. Available balance: BHD 224.127. For enquiry 17155555.
NBK Bahrain,13-08-25,2:30:40 PM,Purchase,31.793,BOOTS,General,Thank you for using credit card 4285XXX2529 for BHD 31.793 at BOOTS on 13/08/2025 14:30. Available balance: BHD 2192.334. For enquiry 17155555.
NBK Bahrain,13-08-25,8:48:18 PM,Purchase,25.001,ALJAZIRA S/MARKET,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 25.001 at ALJAZIRA S/MARKET on 13/08/2025 20:48. Available balance: BHD 2167.333. For enquiry 17155555.
NBK Bahrain,14-08-25,2:36:32 AM,Purchase,38.48,Aljafen Copy Top,General,Thank you for using credit card 4285XXX2529 for BHD 38.480 at Aljafen Copy Top on 14/08/2025 02:36. Available balance: BHD 2128.853. For enquiry 17155555.
NBK Bahrain,14-08-25,6:44:31 AM,Purchase,15.825,CARIBOU COFFEE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 15.825 at CARIBOU COFFEE on 14/08/2025 06:44. Available balance: BHD 2113.028. For enquiry 17155555.
NBK Bahrain,14-08-25,12:40:33 PM,Purchase,3.499,RESTAURANT BAIT AL,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 3.499 at RESTAURANT BAIT AL on 14/08/2025 12:40. Available balance: BHD 2109.529. For enquiry 17155555.
NBK Bahrain,15-08-25,10:35:36 PM,Purchase,0.894,AL-SHERA AUTO ACCE,General,Thank you for using credit card 4285XXX2529 for BHD 0.894 at AL-SHERA AUTO ACCE on 15/08/2025 22:35. Available balance: BHD 2108.635. For enquiry 17155555.
